SDD21_Lower	SDD11_Upper	ILD_Upper	ILD_Lower	NEXT_Upper	FEXT_Upper	SDD21_offset
NaN	-6.14167259364928	NaN	NaN	-1	-1	1.432011
NaN	-6.13825964409886	NaN	NaN	-1	-1	1.43279
NaN	-6.13484868055393	NaN	NaN	-1	-1	1.435698
NaN	-6.13143969955152	NaN	NaN	-1	-1	1.436845
NaN	-6.12803269763872	NaN	NaN	-1	-1	1.439633
NaN	-6.12462767137265	NaN	NaN	-1	-1	1.440232
NaN	-6.12122461732037	NaN	NaN	-1	-1	1.44207
NaN	-6.1178235320589	NaN	NaN	-1	-1	1.444593
NaN	-6.11442441217514	NaN	NaN	-1	-1	1.445263
NaN	-6.11102725426582	NaN	NaN	-1	-1	1.446071
NaN	-6.10763205493751	NaN	NaN	-1	-1	1.447704
NaN	-6.10423881080653	NaN	NaN	-1	-1	1.449527
NaN	-6.10084751849895	NaN	NaN	-1	-1	1.452035
NaN	-6.09745817465052	NaN	NaN	-1	-1	1.454096
NaN	-6.09407077590664	NaN	NaN	-1	-1	1.455312
NaN	-6.09068531892234	NaN	NaN	-1	-1	1.456364
NaN	-6.08730180036221	NaN	NaN	-1	-1	1.457748
NaN	-6.08392021690038	NaN	NaN	-1	-1	1.460534
NaN	-6.0805405652205	NaN	NaN	-1	-1	1.462237
NaN	-6.07716284201566	NaN	NaN	-1	-1	1.46276
NaN	-6.07378704398838	NaN	NaN	-1	-1	1.463432
NaN	-6.07041316785056	NaN	NaN	-1	-1	1.466473
NaN	-6.06704121032347	NaN	NaN	-1	-1	1.467568
NaN	-6.06367116813767	NaN	NaN	-1	-1	1.468503
NaN	-6.060303038033	NaN	NaN	-1	-1	1.469565
NaN	-6.05693681675855	NaN	NaN	-1	-1	1.471752
NaN	-6.0535725010726	NaN	NaN	-1	-1	1.473773
NaN	-6.05021008774259	NaN	NaN	-1	-1	1.473902
NaN	-6.04684957354511	NaN	NaN	-1	-1	1.476882
NaN	-6.04349095526583	NaN	NaN	-1	-1	1.477144
NaN	-6.04013422969946	NaN	NaN	-1	-1	1.479657
NaN	-6.03677939364977	NaN	NaN	-1	-1	1.48027
NaN	-6.03342644392948	NaN	NaN	-1	-1	1.480108
NaN	-6.03007537736028	NaN	NaN	-1	-1	1.482079
NaN	-6.02672619077277	NaN	NaN	-1	-1	1.482478
NaN	-6.02337888100643	NaN	NaN	-1	-1	1.484262
NaN	-6.02003344490958	NaN	NaN	-1	-1	1.485165
NaN	-6.01668987933936	NaN	NaN	-1	-1	1.485687
NaN	-6.01334818116169	NaN	NaN	-1	-1	1.488432
NaN	-6.01000834725123	NaN	NaN	-1	-1	1.489072
NaN	-6.00667037449132	NaN	NaN	-1	-1	1.492075
NaN	-6.00333425977402	NaN	NaN	-1	-1	1.4922
NaN	-6	NaN	NaN	-1	-1	1.493552
NaN	-5.99666759207855	NaN	NaN	-1	-1	1.494821
NaN	-5.99333703292752	NaN	NaN	-1	-1	1.495452
NaN	-5.99000831947331	NaN	NaN	-1	-1	1.494846
NaN	-5.98668144865084	NaN	NaN	-1	-1	1.495146
NaN	-5.98335641740347	NaN	NaN	-1	-1	1.495937
NaN	-5.98003322268304	NaN	NaN	-1	-1	1.49565
NaN	-5.97671186144976	NaN	NaN	-1	-1	1.49697
NaN	-5.97339233067225	NaN	NaN	-1	-1	1.496962
NaN	-5.97007462732747	NaN	NaN	-1	-1	1.49904
NaN	-5.96675874840066	NaN	NaN	-1	-1	1.49985
NaN	-5.96344469088537	NaN	NaN	-1	-1	1.502747
NaN	-5.9601324517834	NaN	NaN	-1	-1	1.503121
NaN	-5.95682202810475	NaN	NaN	-1	-1	1.505829
NaN	-5.95351341686761	NaN	NaN	-1	-1	1.505836
NaN	-5.95020661509833	NaN	NaN	-1	-1	1.50672
NaN	-5.94690161983138	NaN	NaN	-1	-1	1.507072
NaN	-5.94359842810931	NaN	NaN	-1	-1	1.50799
NaN	-5.94029703698275	NaN	NaN	-1	-1	1.508465
NaN	-5.93699744351035	NaN	NaN	-1	-1	1.510866
NaN	-5.93369964475876	NaN	NaN	-1	-1	1.510263
NaN	-5.93040363780259	NaN	NaN	-1	-1	1.511572
NaN	-5.92710941972441	NaN	NaN	-1	-1	1.513508
NaN	-5.92381698761467	NaN	NaN	-1	-1	1.514963
NaN	-5.92052633857173	NaN	NaN	-1	-1	1.515335
NaN	-5.91723746970178	NaN	NaN	-1	-1	1.515954
NaN	-5.91395037811882	NaN	NaN	-1	-1	1.517303
NaN	-5.91066506094467	NaN	NaN	-1	-1	1.51833
NaN	-5.90738151530887	NaN	NaN	-1	-1	1.519418
NaN	-5.90409973834873	NaN	NaN	-1	-1	1.520569
NaN	-5.90081972720924	NaN	NaN	-1	-1	1.521654
NaN	-5.89754147904306	NaN	NaN	-1	-1	1.524126
NaN	-5.8942649910105	NaN	NaN	-1	-1	1.525549
NaN	-5.89099026027949	NaN	NaN	-1	-1	1.52796
NaN	-5.88771728402555	NaN	NaN	-1	-1	1.528946
NaN	-5.88444605943174	NaN	NaN	-1	-1	1.529832
NaN	-5.88117658368866	NaN	NaN	-1	-1	1.532793
NaN	-5.87790885399441	NaN	NaN	-1	-1	1.533131
NaN	-5.87464286755458	NaN	NaN	-1	-1	1.53477
NaN	-5.87137862158218	NaN	NaN	-1	-1	1.537192
NaN	-5.86811611329764	NaN	NaN	-1	-1	1.538282
NaN	-5.86485533992881	NaN	NaN	-1	-1	1.539227
NaN	-5.86159629871088	NaN	NaN	-1	-1	1.539992
NaN	-5.85833898688637	NaN	NaN	-1	-1	1.541209
NaN	-5.85508340170511	NaN	NaN	-1	-1	1.541942
NaN	-5.85182954042424	NaN	NaN	-1	-1	1.543732
NaN	-5.84857740030812	NaN	NaN	-1	-1	1.544496
NaN	-5.84532697862835	NaN	NaN	-1	-1	1.548195
NaN	-5.84207827266374	NaN	NaN	-1	-1	1.548702
NaN	-5.83883127970025	NaN	NaN	-1	-1	1.55102
NaN	-5.83558599703102	NaN	NaN	-1	-1	1.552296
NaN	-5.83234242195629	NaN	NaN	-1	-1	1.554145
NaN	-5.8291005517834	NaN	NaN	-1	-1	1.55686
NaN	-5.82586038382675	NaN	NaN	-1	-1	1.557922
NaN	-5.8226219154078	NaN	NaN	-1	-1	1.559172
NaN	-5.81938514385502	NaN	NaN	-1	-1	1.561241
NaN	-5.81615006650388	NaN	NaN	-1	-1	1.561043
NaN	-5.81291668069679	NaN	NaN	-1	-1	1.564186
NaN	-5.80968498378314	NaN	NaN	-1	-1	1.564557
NaN	-5.80645497311919	NaN	NaN	-1	-1	1.565114
NaN	-5.80322664606813	NaN	NaN	-1	-1	1.566302
NaN	-5.8	NaN	NaN	-1	-1	1.570302
NaN	-5.79677503229167	NaN	NaN	-1	-1	1.571681
NaN	-5.79355174032684	NaN	NaN	-1	-1	1.574301
NaN	-5.79033012149599	NaN	NaN	-1	-1	1.575429
NaN	-5.78711017319637	NaN	NaN	-1	-1	1.578154
NaN	-5.78389189283198	NaN	NaN	-1	-1	1.580672
NaN	-5.78067527781351	NaN	NaN	-1	-1	1.581867
NaN	-5.77746032555838	NaN	NaN	-1	-1	1.581899
NaN	-5.77424703349065	NaN	NaN	-1	-1	1.584645
NaN	-5.77103539904103	NaN	NaN	-1	-1	1.586282
NaN	-5.76782541964685	NaN	NaN	-1	-1	1.584365
NaN	-5.76461709275204	NaN	NaN	-1	-1	1.587495
NaN	-5.76141041580711	NaN	NaN	-1	-1	1.588323
NaN	-5.75820538626911	NaN	NaN	-1	-1	1.592914
NaN	-5.7550020016016	NaN	NaN	-1	-1	1.590961
NaN	-5.75180025927468	NaN	NaN	-1	-1	1.593242
NaN	-5.74860015676489	NaN	NaN	-1	-1	1.59505
NaN	-5.74540169155524	NaN	NaN	-1	-1	1.598389
NaN	-5.74220486113519	NaN	NaN	-1	-1	1.599798
NaN	-5.73900966300059	NaN	NaN	-1	-1	1.601602
NaN	-5.73581609465367	NaN	NaN	-1	-1	1.60134
NaN	-5.73262415360304	NaN	NaN	-1	-1	1.602253
NaN	-5.72943383736365	NaN	NaN	-1	-1	1.604305
NaN	-5.72624514345675	NaN	NaN	-1	-1	1.603355
NaN	-5.72305806940991	NaN	NaN	-1	-1	1.605268
NaN	-5.71987261275697	NaN	NaN	-1	-1	1.606903
NaN	-5.716688771038	NaN	NaN	-1	-1	1.606984
NaN	-5.71350654179932	NaN	NaN	-1	-1	1.609419
NaN	-5.71032592259344	NaN	NaN	-1	-1	1.611115
NaN	-5.70714691097909	NaN	NaN	-1	-1	1.61295
NaN	-5.70396950452112	NaN	NaN	-1	-1	1.61213
NaN	-5.70079370079055	NaN	NaN	-1	-1	1.614059
NaN	-5.69761949736451	NaN	NaN	-1	-1	1.614654
NaN	-5.69444689182622	NaN	NaN	-1	-1	1.617971
NaN	-5.691275881765	NaN	NaN	-1	-1	1.618568
NaN	-5.6881064647762	NaN	NaN	-1	-1	1.620356
NaN	-5.68493863846122	NaN	NaN	-1	-1	1.621027
NaN	-5.68177240042747	NaN	NaN	-1	-1	1.619663
NaN	-5.67860774828836	NaN	NaN	-1	-1	1.62157
NaN	-5.67544467966324	NaN	NaN	-1	-1	1.622555
NaN	NaN	NaN	NaN	NaN	NaN	1.624904
NaN	NaN	NaN	NaN	NaN	NaN	1.623034
NaN	NaN	NaN	NaN	NaN	NaN	1.624063
NaN	NaN	NaN	NaN	NaN	NaN	1.626602
NaN	NaN	NaN	NaN	NaN	NaN	1.627084
NaN	NaN	NaN	NaN	NaN	NaN	1.628414
NaN	NaN	NaN	NaN	NaN	NaN	1.631111
NaN	NaN	NaN	NaN	NaN	NaN	1.631925
NaN	NaN	NaN	NaN	NaN	NaN	1.633843
NaN	NaN	NaN	NaN	NaN	NaN	1.634835
NaN	NaN	NaN	NaN	NaN	NaN	1.636906
NaN	NaN	NaN	NaN	NaN	NaN	1.636499
NaN	NaN	NaN	NaN	NaN	NaN	1.636829
NaN	NaN	NaN	NaN	NaN	NaN	1.637524
NaN	NaN	NaN	NaN	NaN	NaN	1.639479
NaN	NaN	NaN	NaN	NaN	NaN	1.640388
NaN	NaN	NaN	NaN	NaN	NaN	1.641618
NaN	NaN	NaN	NaN	NaN	NaN	1.64303
NaN	NaN	NaN	NaN	NaN	NaN	1.642907
NaN	NaN	NaN	NaN	NaN	NaN	1.646714
NaN	NaN	NaN	NaN	NaN	NaN	1.647264
NaN	NaN	NaN	NaN	NaN	NaN	1.647117
NaN	NaN	NaN	NaN	NaN	NaN	1.649774
NaN	NaN	NaN	NaN	NaN	NaN	1.651085
NaN	NaN	NaN	NaN	NaN	NaN	1.652529
NaN	NaN	NaN	NaN	NaN	NaN	1.654006
NaN	NaN	NaN	NaN	NaN	NaN	1.654509
NaN	NaN	NaN	NaN	NaN	NaN	1.655911
NaN	NaN	NaN	NaN	NaN	NaN	1.65747
NaN	NaN	NaN	NaN	NaN	NaN	1.659562
NaN	NaN	NaN	NaN	NaN	NaN	1.660772
NaN	NaN	NaN	NaN	NaN	NaN	1.660412
NaN	NaN	NaN	NaN	NaN	NaN	1.663447
NaN	NaN	NaN	NaN	NaN	NaN	1.664772
NaN	NaN	NaN	NaN	NaN	NaN	1.666214
NaN	NaN	NaN	NaN	NaN	NaN	1.665995
NaN	NaN	NaN	NaN	NaN	NaN	1.6675
NaN	NaN	NaN	NaN	NaN	NaN	1.667602
NaN	NaN	NaN	NaN	NaN	NaN	1.66562
NaN	NaN	NaN	NaN	NaN	NaN	1.669428
NaN	NaN	NaN	NaN	NaN	NaN	1.671915
NaN	NaN	NaN	NaN	NaN	NaN	1.674398
NaN	NaN	NaN	NaN	NaN	NaN	1.674877
NaN	NaN	NaN	NaN	NaN	NaN	1.678441
NaN	NaN	NaN	NaN	NaN	NaN	1.678083
NaN	NaN	NaN	NaN	NaN	NaN	1.680244
NaN	NaN	NaN	NaN	NaN	NaN	1.682367
NaN	NaN	NaN	NaN	NaN	NaN	1.683212
NaN	NaN	NaN	NaN	NaN	NaN	1.683665
NaN	NaN	NaN	NaN	NaN	NaN	1.686703
NaN	NaN	NaN	NaN	NaN	NaN	1.686396
NaN	NaN	NaN	NaN	NaN	NaN	1.68915
NaN	NaN	NaN	NaN	NaN	NaN	1.689141
NaN	NaN	NaN	NaN	NaN	NaN	1.689341
NaN	NaN	NaN	NaN	NaN	NaN	1.691758
NaN	NaN	NaN	NaN	NaN	NaN	1.695103
NaN	NaN	NaN	NaN	NaN	NaN	1.696613
NaN	NaN	NaN	NaN	NaN	NaN	1.699256
NaN	NaN	NaN	NaN	NaN	NaN	1.701595
NaN	NaN	NaN	NaN	NaN	NaN	1.702088
NaN	NaN	NaN	NaN	NaN	NaN	1.702972
NaN	NaN	NaN	NaN	NaN	NaN	1.704164
NaN	NaN	NaN	NaN	NaN	NaN	1.706202
NaN	NaN	NaN	NaN	NaN	NaN	1.705222
NaN	NaN	NaN	NaN	NaN	NaN	1.707355
NaN	NaN	NaN	NaN	NaN	NaN	1.707942
NaN	NaN	NaN	NaN	NaN	NaN	1.709949
NaN	NaN	NaN	NaN	NaN	NaN	1.711209
NaN	NaN	NaN	NaN	NaN	NaN	1.714791
NaN	NaN	NaN	NaN	NaN	NaN	1.717315
NaN	NaN	NaN	NaN	NaN	NaN	1.718064
NaN	NaN	NaN	NaN	NaN	NaN	1.719175
NaN	NaN	NaN	NaN	NaN	NaN	1.720719
NaN	NaN	NaN	NaN	NaN	NaN	1.721781
NaN	NaN	NaN	NaN	NaN	NaN	1.721826
NaN	NaN	NaN	NaN	NaN	NaN	1.724691
NaN	NaN	NaN	NaN	NaN	NaN	1.725224
NaN	NaN	NaN	NaN	NaN	NaN	1.726316
NaN	NaN	NaN	NaN	NaN	NaN	1.727024
NaN	NaN	NaN	NaN	NaN	NaN	1.72865
NaN	NaN	NaN	NaN	NaN	NaN	1.731176
NaN	NaN	NaN	NaN	NaN	NaN	1.731032
NaN	NaN	NaN	NaN	NaN	NaN	1.732791
NaN	NaN	NaN	NaN	NaN	NaN	1.734222
NaN	NaN	NaN	NaN	NaN	NaN	1.736813
NaN	NaN	NaN	NaN	NaN	NaN	1.73728
NaN	NaN	NaN	NaN	NaN	NaN	1.740043
NaN	NaN	NaN	NaN	NaN	NaN	1.741614
NaN	NaN	NaN	NaN	NaN	NaN	1.741759
NaN	NaN	NaN	NaN	NaN	NaN	1.744624
NaN	NaN	NaN	NaN	NaN	NaN	1.745648
NaN	NaN	NaN	NaN	NaN	NaN	1.74618
NaN	NaN	NaN	NaN	NaN	NaN	1.746015
NaN	NaN	NaN	NaN	NaN	NaN	1.747493
NaN	NaN	NaN	NaN	NaN	NaN	1.747045
NaN	NaN	NaN	NaN	NaN	NaN	1.748107
NaN	NaN	NaN	NaN	NaN	NaN	1.747861
NaN	NaN	NaN	NaN	NaN	NaN	1.751003
NaN	NaN	NaN	NaN	NaN	NaN	1.750323
NaN	NaN	NaN	NaN	NaN	NaN	1.751691
NaN	NaN	NaN	NaN	NaN	NaN	1.751407
NaN	NaN	NaN	NaN	NaN	NaN	1.752919
NaN	NaN	NaN	NaN	NaN	NaN	1.753694
NaN	NaN	NaN	NaN	NaN	NaN	1.756115
NaN	NaN	NaN	NaN	NaN	NaN	1.756372
NaN	NaN	NaN	NaN	NaN	NaN	1.755172
NaN	NaN	NaN	NaN	NaN	NaN	1.758124
NaN	NaN	NaN	NaN	NaN	NaN	1.75956
NaN	NaN	NaN	NaN	NaN	NaN	1.759492
NaN	NaN	NaN	NaN	NaN	NaN	1.761443
NaN	NaN	NaN	NaN	NaN	NaN	1.761268
NaN	NaN	NaN	NaN	NaN	NaN	1.763631
NaN	NaN	NaN	NaN	NaN	NaN	1.764785
NaN	NaN	NaN	NaN	NaN	NaN	1.765542
NaN	NaN	NaN	NaN	NaN	NaN	1.764929
NaN	NaN	NaN	NaN	NaN	NaN	1.76668
NaN	NaN	NaN	NaN	NaN	NaN	1.768948
NaN	NaN	NaN	NaN	NaN	NaN	1.771198
NaN	NaN	NaN	NaN	NaN	NaN	1.771054
NaN	NaN	NaN	NaN	NaN	NaN	1.771161
NaN	NaN	NaN	NaN	NaN	NaN	1.773724
NaN	NaN	NaN	NaN	NaN	NaN	1.775874
NaN	NaN	NaN	NaN	NaN	NaN	1.774516
NaN	NaN	NaN	NaN	NaN	NaN	1.77699
NaN	NaN	NaN	NaN	NaN	NaN	1.777415
NaN	NaN	NaN	NaN	NaN	NaN	1.780908
NaN	NaN	NaN	NaN	NaN	NaN	1.783191
NaN	NaN	NaN	NaN	NaN	NaN	1.783309
NaN	NaN	NaN	NaN	NaN	NaN	1.785986
NaN	NaN	NaN	NaN	NaN	NaN	1.786718
NaN	NaN	NaN	NaN	NaN	NaN	1.787552
NaN	NaN	NaN	NaN	NaN	NaN	1.790039
NaN	NaN	NaN	NaN	NaN	NaN	1.791469
NaN	NaN	NaN	NaN	NaN	NaN	1.791494
NaN	NaN	NaN	NaN	NaN	NaN	1.794995
NaN	NaN	NaN	NaN	NaN	NaN	1.795545
NaN	NaN	NaN	NaN	NaN	NaN	1.796276
NaN	NaN	NaN	NaN	NaN	NaN	1.798228
NaN	NaN	NaN	NaN	NaN	NaN	1.800919
NaN	NaN	NaN	NaN	NaN	NaN	1.801188
NaN	NaN	NaN	NaN	NaN	NaN	1.803293
NaN	NaN	NaN	NaN	NaN	NaN	1.801924
NaN	NaN	NaN	NaN	NaN	NaN	1.805515
NaN	NaN	NaN	NaN	NaN	NaN	1.805349
NaN	NaN	NaN	NaN	NaN	NaN	1.806726
NaN	NaN	NaN	NaN	NaN	NaN	1.810238
NaN	NaN	NaN	NaN	NaN	NaN	1.811516
NaN	NaN	NaN	NaN	NaN	NaN	1.815282
NaN	NaN	NaN	NaN	NaN	NaN	1.817499
NaN	NaN	NaN	NaN	NaN	NaN	1.818443
NaN	NaN	NaN	NaN	NaN	NaN	1.819178
NaN	NaN	NaN	NaN	NaN	NaN	1.81974
NaN	NaN	NaN	NaN	NaN	NaN	1.82023
NaN	NaN	NaN	NaN	NaN	NaN	1.821196
NaN	NaN	NaN	NaN	NaN	NaN	1.821995
NaN	NaN	NaN	NaN	NaN	NaN	1.823941
NaN	NaN	NaN	NaN	NaN	NaN	1.82657
NaN	NaN	NaN	NaN	NaN	NaN	1.826644
NaN	NaN	NaN	NaN	NaN	NaN	1.829269
NaN	NaN	NaN	NaN	NaN	NaN	1.830623
NaN	NaN	NaN	NaN	NaN	NaN	1.831822
NaN	NaN	NaN	NaN	NaN	NaN	1.833308
NaN	NaN	NaN	NaN	NaN	NaN	1.836692
NaN	NaN	NaN	NaN	NaN	NaN	1.836508
NaN	NaN	NaN	NaN	NaN	NaN	1.838834
NaN	NaN	NaN	NaN	NaN	NaN	1.838147
NaN	NaN	NaN	NaN	NaN	NaN	1.839401
NaN	NaN	NaN	NaN	NaN	NaN	1.839662
NaN	NaN	NaN	NaN	NaN	NaN	1.842718
NaN	NaN	NaN	NaN	NaN	NaN	1.843744
NaN	NaN	NaN	NaN	NaN	NaN	1.845558
NaN	NaN	NaN	NaN	NaN	NaN	1.847341
NaN	NaN	NaN	NaN	NaN	NaN	1.847608
NaN	NaN	NaN	NaN	NaN	NaN	1.850063
NaN	NaN	NaN	NaN	NaN	NaN	1.84992
NaN	NaN	NaN	NaN	NaN	NaN	1.852045
NaN	NaN	NaN	NaN	NaN	NaN	1.851703
NaN	NaN	NaN	NaN	NaN	NaN	1.851053
NaN	NaN	NaN	NaN	NaN	NaN	1.854417
NaN	NaN	NaN	NaN	NaN	NaN	1.856699
NaN	NaN	NaN	NaN	NaN	NaN	1.85995
NaN	NaN	NaN	NaN	NaN	NaN	1.86031
NaN	NaN	NaN	NaN	NaN	NaN	1.862064
NaN	NaN	NaN	NaN	NaN	NaN	1.86535
NaN	NaN	NaN	NaN	NaN	NaN	1.865567
NaN	NaN	NaN	NaN	NaN	NaN	1.867765
NaN	NaN	NaN	NaN	NaN	NaN	1.867802
NaN	NaN	NaN	NaN	NaN	NaN	1.869868
NaN	NaN	NaN	NaN	NaN	NaN	1.868753
NaN	NaN	NaN	NaN	NaN	NaN	1.868884
NaN	NaN	NaN	NaN	NaN	NaN	1.870045
NaN	NaN	NaN	NaN	NaN	NaN	1.871849
NaN	NaN	NaN	NaN	NaN	NaN	1.869505
NaN	NaN	NaN	NaN	NaN	NaN	1.874534
NaN	NaN	NaN	NaN	NaN	NaN	1.876311
NaN	NaN	NaN	NaN	NaN	NaN	1.876364
NaN	NaN	NaN	NaN	NaN	NaN	1.877789
NaN	NaN	NaN	NaN	NaN	NaN	1.879588
NaN	NaN	NaN	NaN	NaN	NaN	1.881366
NaN	NaN	NaN	NaN	NaN	NaN	1.882239
NaN	NaN	NaN	NaN	NaN	NaN	1.884179
NaN	NaN	NaN	NaN	NaN	NaN	1.885818
NaN	NaN	NaN	NaN	NaN	NaN	1.887591
NaN	NaN	NaN	NaN	NaN	NaN	1.885983
NaN	NaN	NaN	NaN	NaN	NaN	1.886652
NaN	NaN	NaN	NaN	NaN	NaN	1.88736
NaN	NaN	NaN	NaN	NaN	NaN	1.889441
NaN	NaN	NaN	NaN	NaN	NaN	1.889471
NaN	NaN	NaN	NaN	NaN	NaN	1.891633
NaN	NaN	NaN	NaN	NaN	NaN	1.892883
NaN	NaN	NaN	NaN	NaN	NaN	1.895899
NaN	NaN	NaN	NaN	NaN	NaN	1.898558
NaN	NaN	NaN	NaN	NaN	NaN	1.899075
NaN	NaN	NaN	NaN	NaN	NaN	1.899854
NaN	NaN	NaN	NaN	NaN	NaN	1.900984
NaN	NaN	NaN	NaN	NaN	NaN	1.901207
NaN	NaN	NaN	NaN	NaN	NaN	1.903624
NaN	NaN	NaN	NaN	NaN	NaN	1.904956
NaN	NaN	NaN	NaN	NaN	NaN	1.906818
NaN	NaN	NaN	NaN	NaN	NaN	1.907976
NaN	NaN	NaN	NaN	NaN	NaN	1.909109
NaN	NaN	NaN	NaN	NaN	NaN	1.909339
NaN	NaN	NaN	NaN	NaN	NaN	1.9104
NaN	NaN	NaN	NaN	NaN	NaN	1.912313
NaN	NaN	NaN	NaN	NaN	NaN	1.913187
NaN	NaN	NaN	NaN	NaN	NaN	1.91303
NaN	NaN	NaN	NaN	NaN	NaN	1.915994
NaN	NaN	NaN	NaN	NaN	NaN	1.918306
NaN	NaN	NaN	NaN	NaN	NaN	1.920607
NaN	NaN	NaN	NaN	NaN	NaN	1.920942
NaN	NaN	NaN	NaN	NaN	NaN	1.921271
NaN	NaN	NaN	NaN	NaN	NaN	1.924897
NaN	NaN	NaN	NaN	NaN	NaN	1.925788
NaN	NaN	NaN	NaN	NaN	NaN	1.926254
NaN	NaN	NaN	NaN	NaN	NaN	1.927986
NaN	NaN	NaN	NaN	NaN	NaN	1.929874
NaN	NaN	NaN	NaN	NaN	NaN	1.930658
NaN	NaN	NaN	NaN	NaN	NaN	1.931665
NaN	NaN	NaN	NaN	NaN	NaN	1.932521
NaN	NaN	NaN	NaN	NaN	NaN	1.934699
NaN	NaN	NaN	NaN	NaN	NaN	1.936053
NaN	NaN	NaN	NaN	NaN	NaN	1.938175
NaN	NaN	NaN	NaN	NaN	NaN	1.939883
NaN	NaN	NaN	NaN	NaN	NaN	1.942722
NaN	NaN	NaN	NaN	NaN	NaN	1.945361
NaN	NaN	NaN	NaN	NaN	NaN	1.947552
NaN	NaN	NaN	NaN	NaN	NaN	1.949595
NaN	NaN	NaN	NaN	NaN	NaN	1.948647
NaN	NaN	NaN	NaN	NaN	NaN	1.949127
NaN	NaN	NaN	NaN	NaN	NaN	1.950011
NaN	NaN	NaN	NaN	NaN	NaN	1.951576
NaN	NaN	NaN	NaN	NaN	NaN	1.954799
NaN	NaN	NaN	NaN	NaN	NaN	1.956513
NaN	NaN	NaN	NaN	NaN	NaN	1.957508
NaN	NaN	NaN	NaN	NaN	NaN	1.958806
NaN	NaN	NaN	NaN	NaN	NaN	1.960143
NaN	NaN	NaN	NaN	NaN	NaN	1.963585
NaN	NaN	NaN	NaN	NaN	NaN	1.964657
NaN	NaN	NaN	NaN	NaN	NaN	1.967099
NaN	NaN	NaN	NaN	NaN	NaN	1.968199
NaN	NaN	NaN	NaN	NaN	NaN	1.968249
NaN	NaN	NaN	NaN	NaN	NaN	1.970155
NaN	NaN	NaN	NaN	NaN	NaN	1.971232
NaN	NaN	NaN	NaN	NaN	NaN	1.971955
NaN	NaN	NaN	NaN	NaN	NaN	1.973019
NaN	NaN	NaN	NaN	NaN	NaN	1.97544
NaN	NaN	NaN	NaN	NaN	NaN	1.975023
NaN	NaN	NaN	NaN	NaN	NaN	1.976139
NaN	NaN	NaN	NaN	NaN	NaN	1.977934
NaN	NaN	NaN	NaN	NaN	NaN	1.97867
NaN	NaN	NaN	NaN	NaN	NaN	1.981491
NaN	NaN	NaN	NaN	NaN	NaN	1.984333
NaN	NaN	NaN	NaN	NaN	NaN	1.985403
NaN	NaN	NaN	NaN	NaN	NaN	1.987203
NaN	NaN	NaN	NaN	NaN	NaN	1.989334
NaN	NaN	NaN	NaN	NaN	NaN	1.98973
NaN	NaN	NaN	NaN	NaN	NaN	1.988922
NaN	NaN	NaN	NaN	NaN	NaN	1.990336
NaN	NaN	NaN	NaN	NaN	NaN	1.99163
NaN	NaN	NaN	NaN	NaN	NaN	1.993117
NaN	NaN	NaN	NaN	NaN	NaN	1.994596
NaN	NaN	NaN	NaN	NaN	NaN	1.996491
NaN	NaN	NaN	NaN	NaN	NaN	1.997109
NaN	NaN	NaN	NaN	NaN	NaN	1.997571
NaN	NaN	NaN	NaN	NaN	NaN	1.999984
NaN	NaN	NaN	NaN	NaN	NaN	2.001206
NaN	NaN	NaN	NaN	NaN	NaN	2.004206
NaN	NaN	NaN	NaN	NaN	NaN	2.004452
NaN	NaN	NaN	NaN	NaN	NaN	2.004332
NaN	NaN	NaN	NaN	NaN	NaN	2.005034
NaN	NaN	NaN	NaN	NaN	NaN	2.0062
NaN	NaN	NaN	NaN	NaN	NaN	2.008182
NaN	NaN	NaN	NaN	NaN	NaN	2.008185
NaN	NaN	NaN	NaN	NaN	NaN	2.00961
NaN	NaN	NaN	NaN	NaN	NaN	2.012525
NaN	NaN	NaN	NaN	NaN	NaN	2.014791
NaN	NaN	NaN	NaN	NaN	NaN	2.017021
NaN	NaN	NaN	NaN	NaN	NaN	2.019938
NaN	NaN	NaN	NaN	NaN	NaN	2.020549
NaN	NaN	NaN	NaN	NaN	NaN	2.023863
NaN	NaN	NaN	NaN	NaN	NaN	2.02663
NaN	NaN	NaN	NaN	NaN	NaN	2.026757
NaN	NaN	NaN	NaN	NaN	NaN	2.029391
NaN	NaN	NaN	NaN	NaN	NaN	2.026888
NaN	NaN	NaN	NaN	NaN	NaN	2.028615
NaN	NaN	NaN	NaN	NaN	NaN	2.029617
NaN	NaN	NaN	NaN	NaN	NaN	2.031597
NaN	NaN	NaN	NaN	NaN	NaN	2.035747
NaN	NaN	NaN	NaN	NaN	NaN	2.035904
NaN	NaN	NaN	NaN	NaN	NaN	2.038016
NaN	NaN	NaN	NaN	NaN	NaN	2.039887
NaN	NaN	NaN	NaN	NaN	NaN	2.043035
NaN	NaN	NaN	NaN	NaN	NaN	2.044069
NaN	NaN	NaN	NaN	NaN	NaN	2.047585
NaN	NaN	NaN	NaN	NaN	NaN	2.048918
NaN	NaN	NaN	NaN	NaN	NaN	2.048852
NaN	NaN	NaN	NaN	NaN	NaN	2.049392
NaN	NaN	NaN	NaN	NaN	NaN	2.049796
NaN	NaN	NaN	NaN	NaN	NaN	2.050127
NaN	NaN	NaN	NaN	NaN	NaN	2.053061
NaN	NaN	NaN	NaN	NaN	NaN	2.054497
NaN	NaN	NaN	NaN	NaN	NaN	2.057261
NaN	NaN	NaN	NaN	NaN	NaN	2.058695
